,0
0,0.039063453674316406
1,0.029893875122070312
2,0.029696941375732422
3,0.029481887817382812
4,0.029991626739501953
5,0.029545068740844727
6,0.029674053192138672
7,0.02919912338256836
8,0.028758764266967773
9,0.02897357940673828
10,0.028525114059448242
11,0.02921009063720703
12,0.028310775756835938
13,0.02879953384399414
14,0.02846980094909668
15,0.028457164764404297
16,0.02889108657836914
17,0.029648303985595703
18,0.029536724090576172
19,0.02853083610534668
20,0.028816938400268555
21,0.02867913246154785
22,0.029111385345458984
23,0.029213666915893555
24,0.0302584171295166
25,0.029186725616455078
26,0.029712915420532227
27,0.029023408889770508
28,0.0296628475189209
29,0.029312610626220703
30,0.029703378677368164
31,0.02922201156616211
32,0.029352664947509766
33,0.02948141098022461
34,0.028774738311767578
35,0.029590368270874023
36,0.02841353416442871
37,0.029160499572753906
38,0.03033733367919922
39,0.0288541316986084
40,0.028821229934692383
41,0.029827594757080078
42,0.028401613235473633
43,0.03034687042236328
44,0.03989887237548828
45,0.032340288162231445
46,0.03016829490661621
47,0.029746532440185547
48,0.029335737228393555
49,0.029547452926635742
