,0
0,0.02823162078857422
1,0.02666926383972168
2,0.02750539779663086
3,0.026383161544799805
4,0.027662038803100586
5,0.027730941772460938
6,0.027683258056640625
7,0.027544498443603516
8,0.026453256607055664
9,0.027016401290893555
10,0.027446508407592773
11,0.027127742767333984
12,0.027549266815185547
13,0.029247522354125977
14,0.02732682228088379
15,0.027808427810668945
16,0.02700519561767578
17,0.02744746208190918
18,0.02681565284729004
19,0.030379772186279297
20,0.026374101638793945
21,0.03195977210998535
22,0.027759552001953125
23,0.027165889739990234
24,0.02966928482055664
25,0.026461362838745117
26,0.02660369873046875
27,0.028235435485839844
28,0.02668619155883789
29,0.027899742126464844
30,0.027733325958251953
31,0.026966094970703125
32,0.026716947555541992
33,0.030940771102905273
34,0.028416156768798828
35,0.02660655975341797
36,0.02691960334777832
37,0.02720355987548828
38,0.027286529541015625
39,0.02755427360534668
40,0.027312755584716797
41,0.02847909927368164
42,0.027301311492919922
43,0.0290682315826416
44,0.03087329864501953
45,0.027815818786621094
46,0.027927160263061523
47,0.0269317626953125
48,0.02857804298400879
49,0.02809429168701172
