,0
0,0.02741098403930664
1,0.026073455810546875
2,0.026239871978759766
3,0.025958538055419922
4,0.027004003524780273
5,0.026601791381835938
6,0.02553582191467285
7,0.026011943817138672
8,0.02618098258972168
9,0.02595376968383789
10,0.026183128356933594
11,0.025980234146118164
12,0.0264284610748291
13,0.027382612228393555
14,0.026604890823364258
15,0.027263641357421875
16,0.02614760398864746
17,0.025862455368041992
18,0.025895118713378906
19,0.026153564453125
20,0.026865243911743164
21,0.026972055435180664
22,0.02733778953552246
23,0.02607560157775879
24,0.02596306800842285
25,0.026242494583129883
26,0.026828289031982422
27,0.026147842407226562
28,0.026732444763183594
29,0.02709794044494629
30,0.026452064514160156
31,0.026382923126220703
32,0.026324033737182617
33,0.02640819549560547
34,0.02659130096435547
35,0.02679157257080078
36,0.026965618133544922
37,0.0272064208984375
38,0.026831865310668945
39,0.02641153335571289
40,0.027468442916870117
41,0.026780366897583008
42,0.027576684951782227
43,0.026578187942504883
44,0.026612281799316406
45,0.026838302612304688
46,0.027238130569458008
47,0.026738643646240234
48,0.026035785675048828
49,0.0259096622467041
