,0
0,0.475513219833374
1,0.4781057834625244
2,0.47620368003845215
3,0.4760465621948242
4,0.47715258598327637
5,0.46822667121887207
6,0.47957277297973633
7,0.4867892265319824
8,0.4762535095214844
9,0.47999119758605957
10,0.47350001335144043
11,0.47264838218688965
12,0.4785482883453369
13,0.476470947265625
14,0.4804573059082031
15,0.4780442714691162
16,0.5549638271331787
17,0.49443697929382324
18,0.4868340492248535
19,0.477752685546875
20,0.4741780757904053
21,0.47313761711120605
22,0.47629332542419434
23,0.49199819564819336
24,0.4803965091705322
25,0.4717261791229248
26,0.4864039421081543
27,0.49390363693237305
28,0.4822678565979004
29,0.476254940032959
30,0.47455501556396484
31,0.4734354019165039
32,0.4742553234100342
33,0.4739835262298584
34,0.47534728050231934
35,0.47597479820251465
36,0.4794042110443115
37,0.5013048648834229
38,0.5411341190338135
39,0.47837042808532715
40,0.4736442565917969
41,0.47531938552856445
42,0.48307251930236816
43,0.4803769588470459
44,0.4740614891052246
45,0.4729015827178955
46,0.4793722629547119
47,0.4944419860839844
48,0.4781026840209961
49,0.4778313636779785
