,0
0,3.7328193187713623
1,3.5855531692504883
2,3.622087001800537
3,3.593416452407837
4,3.4664602279663086
5,3.5119245052337646
6,3.448193073272705
7,3.3747777938842773
8,3.422031879425049
9,3.4298288822174072
10,3.3413615226745605
11,3.3829634189605713
12,3.438387632369995
13,3.362093687057495
14,3.4398250579833984
15,3.5416040420532227
16,3.529414653778076
17,3.5211193561553955
18,3.6315178871154785
19,3.500918388366699
20,3.6286072731018066
21,3.467931032180786
22,3.4579129219055176
23,3.4332351684570312
24,3.4730799198150635
25,3.4255142211914062
26,3.4918224811553955
27,3.4618709087371826
28,3.4429266452789307
29,3.5070858001708984
30,3.4703643321990967
31,3.428192138671875
32,3.451590061187744
33,3.493260383605957
34,3.6071949005126953
35,3.6498608589172363
36,3.6141786575317383
37,3.5570356845855713
38,3.4572603702545166
39,3.428602457046509
40,3.4639337062835693
41,3.4563536643981934
42,3.415769100189209
43,3.440418243408203
44,3.411202907562256
45,3.5091514587402344
46,3.453324556350708
47,3.463294267654419
48,3.5286381244659424
49,3.5815236568450928
