,0
0,0.2396070957183838
1,0.2397785186767578
2,0.24094653129577637
3,0.2392725944519043
4,0.24074983596801758
5,0.24060297012329102
6,0.24073433876037598
7,0.2400040626525879
8,0.2403552532196045
9,0.24001836776733398
10,0.2411971092224121
11,0.23919129371643066
12,0.2398996353149414
13,0.24084258079528809
14,0.24434280395507812
15,0.2582550048828125
16,0.24075937271118164
17,0.24370098114013672
18,0.24273967742919922
19,0.24025630950927734
20,0.23874235153198242
21,0.23981356620788574
22,0.23964405059814453
23,0.24117541313171387
24,0.23871326446533203
25,0.24215984344482422
26,0.2424943447113037
27,0.24033331871032715
28,0.24167823791503906
29,0.24085426330566406
30,0.24386262893676758
31,0.24719762802124023
32,0.24350810050964355
33,0.2404782772064209
34,0.24155688285827637
35,0.2527284622192383
36,0.23972511291503906
37,0.2404470443725586
38,0.24300503730773926
39,0.24373555183410645
40,0.23952674865722656
41,0.24069809913635254
42,0.2403090000152588
43,0.23955368995666504
44,0.2379457950592041
45,0.24149346351623535
46,0.23946189880371094
47,0.24106860160827637
48,0.24272704124450684
49,0.2410900592803955
