,0
0,0.0017604827880859375
1,0.0013163089752197266
2,0.001338958740234375
3,0.0016236305236816406
4,0.0013463497161865234
5,0.0013916492462158203
6,0.001352071762084961
7,0.0012526512145996094
8,0.001373291015625
9,0.0016672611236572266
10,0.0013086795806884766
11,0.0013267993927001953
12,0.0013270378112792969
13,0.0013432502746582031
14,0.0013010501861572266
15,0.0013356208801269531
16,0.0013756752014160156
17,0.0013821125030517578
18,0.0014655590057373047
19,0.0014047622680664062
20,0.0013108253479003906
21,0.001409769058227539
22,0.0013668537139892578
23,0.0013971328735351562
24,0.0013756752014160156
25,0.001369476318359375
26,0.0013680458068847656
27,0.0013518333435058594
28,0.0013146400451660156
29,0.0013377666473388672
30,0.0013647079467773438
31,0.0016086101531982422
32,0.001600503921508789
33,0.0013954639434814453
34,0.0013682842254638672
35,0.0013065338134765625
36,0.0013163089752197266
37,0.0012843608856201172
38,0.001361846923828125
39,0.0013544559478759766
40,0.0013527870178222656
41,0.0013949871063232422
42,0.0018186569213867188
43,0.0014030933380126953
44,0.0013782978057861328
45,0.0014140605926513672
46,0.0014116764068603516
47,0.0017807483673095703
48,0.0017893314361572266
49,0.0015056133270263672
