,0
0,0.0008187294006347656
1,0.0007121562957763672
2,0.0006639957427978516
3,0.0006585121154785156
4,0.0006458759307861328
5,0.0006399154663085938
6,0.0006129741668701172
7,0.0006132125854492188
8,0.0006010532379150391
9,0.0006322860717773438
10,0.0006358623504638672
11,0.0006201267242431641
12,0.00147247314453125
13,0.00064849853515625
14,0.0008931159973144531
15,0.0007786750793457031
16,0.0007612705230712891
17,0.0006396770477294922
18,0.0006868839263916016
19,0.0006504058837890625
20,0.000949859619140625
21,0.0010035037994384766
22,0.001203775405883789
23,0.0015833377838134766
24,0.0007879734039306641
25,0.0008213520050048828
26,0.0007555484771728516
27,0.0006520748138427734
28,0.0010113716125488281
29,0.0013239383697509766
30,0.0006420612335205078
31,0.0013148784637451172
32,0.0008451938629150391
33,0.0006327629089355469
34,0.0006527900695800781
35,0.0006153583526611328
36,0.0006265640258789062
37,0.0006244182586669922
38,0.0006399154663085938
39,0.0006310939788818359
40,0.0006272792816162109
41,0.0006382465362548828
42,0.0008084774017333984
43,0.0010304450988769531
44,0.0007138252258300781
45,0.0006794929504394531
46,0.0006988048553466797
47,0.0006546974182128906
48,0.0006525516510009766
49,0.0006558895111083984
