,0
0,0.002933025360107422
1,0.0015244483947753906
2,0.001325368881225586
3,0.0015938282012939453
4,0.0012416839599609375
5,0.0013723373413085938
6,0.0012292861938476562
7,0.0011508464813232422
8,0.0011706352233886719
9,0.0011277198791503906
10,0.0011112689971923828
11,0.0011250972747802734
12,0.0011394023895263672
13,0.0015611648559570312
14,0.0013871192932128906
15,0.0012695789337158203
16,0.0012044906616210938
17,0.0009417533874511719
18,0.0009191036224365234
19,0.0009386539459228516
20,0.0008909702301025391
21,0.0008952617645263672
22,0.0008766651153564453
23,0.0008897781372070312
24,0.0008614063262939453
25,0.0009744167327880859
26,0.00115966796875
27,0.0010759830474853516
28,0.0010242462158203125
29,0.0010378360748291016
30,0.0009438991546630859
31,0.00091552734375
32,0.0009918212890625
33,0.004189968109130859
34,0.0008881092071533203
35,0.0008652210235595703
36,0.0008504390716552734
37,0.0008611679077148438
38,0.0009133815765380859
39,0.0008854866027832031
40,0.0008928775787353516
41,0.0008432865142822266
42,0.0018777847290039062
43,0.0008885860443115234
44,0.0010309219360351562
45,0.0010042190551757812
46,0.0010929107666015625
47,0.001130819320678711
48,0.0010521411895751953
49,0.0011124610900878906
